/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P020R001A018.skeleton,18,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C003P037R001A039.skeleton,39,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P028R001A028.skeleton,28,28
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C002P003R001A016.skeleton,16,3
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S004C001P007R001A026.skeleton,26,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C001P017R001A027.skeleton,27,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C003P020R001A028.skeleton,28,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C003P025R001A019.skeleton,19,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P001R001A020.skeleton,20,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P019R001A027.skeleton,27,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C002P019R001A012.skeleton,12,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C003P019R001A041.skeleton,41,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P007R001A022.skeleton,22,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C002P002R001A028.skeleton,28,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P007R001A046.skeleton,46,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P015R001A016.skeleton,16,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P017R001A033.skeleton,33,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P019R001A042.skeleton,42,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C001P019R001A030.skeleton,30,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P015R001A014.skeleton,14,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P015R001A022.skeleton,22,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C002P021R001A019.skeleton,19,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C003P008R001A044.skeleton,44,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C001P010R001A019.skeleton,19,10
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P022R001A001.skeleton,1,22
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P015R001A037.skeleton,37,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C003P008R001A017.skeleton,17,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P018R001A016.skeleton,16,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C002P015R001A004.skeleton,4,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P009R001A047.skeleton,47,9
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C002P013R001A011.skeleton,11,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P032R001A002.skeleton,2,32
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C002P007R001A020.skeleton,20,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C002P019R001A034.skeleton,34,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P020R001A003.skeleton,3,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C001P004R001A038.skeleton,38,4
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C001P022R001A039.skeleton,39,22
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P030R001A029.skeleton,29,30
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P016R001A003.skeleton,3,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P032R001A049.skeleton,49,32
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P020R001A015.skeleton,15,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P015R001A004.skeleton,4,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C001P027R001A021.skeleton,21,27
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P025R001A009.skeleton,9,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C001P016R001A003.skeleton,3,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C003P012R001A017.skeleton,17,12
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P016R001A029.skeleton,29,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P033R001A042.skeleton,42,33
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C003P037R001A028.skeleton,28,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P008R001A041.skeleton,41,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P008R001A007.skeleton,7,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P025R001A007.skeleton,7,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P018R001A019.skeleton,19,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P038R001A008.skeleton,8,38
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P027R001A049.skeleton,49,27
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C003P019R001A041.skeleton,41,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P036R001A026.skeleton,26,36
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P011R001A039.skeleton,39,11
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P016R001A015.skeleton,15,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C002P001R001A009.skeleton,9,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P021R001A037.skeleton,37,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C003P025R001A009.skeleton,9,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C003P037R001A025.skeleton,25,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C003P020R001A045.skeleton,45,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C001P016R001A034.skeleton,34,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C002P008R001A010.skeleton,10,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C002P039R001A034.skeleton,34,39
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P021R001A003.skeleton,3,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P015R001A048.skeleton,48,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P028R001A044.skeleton,44,28
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P017R001A009.skeleton,9,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C001P007R001A041.skeleton,41,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P023R001A033.skeleton,33,23
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P017R001A008.skeleton,8,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P019R001A003.skeleton,3,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P037R001A003.skeleton,3,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C001P021R001A044.skeleton,44,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P015R001A044.skeleton,44,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S004C001P020R001A023.skeleton,23,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P025R001A020.skeleton,20,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C003P015R001A016.skeleton,16,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P002R001A048.skeleton,48,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C003P028R001A010.skeleton,10,28
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C003P018R001A014.skeleton,14,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C003P016R001A034.skeleton,34,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C001P017R001A034.skeleton,34,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C001P039R001A026.skeleton,26,39
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P029R001A032.skeleton,32,29
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P029R001A043.skeleton,43,29
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P001R001A048.skeleton,48,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P027R001A037.skeleton,37,27
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P019R001A026.skeleton,26,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C001P008R001A001.skeleton,1,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P018R001A045.skeleton,45,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P019R001A049.skeleton,49,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P015R001A023.skeleton,23,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P001R001A042.skeleton,42,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C002P017R001A008.skeleton,8,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P002R001A027.skeleton,27,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C001P016R001A015.skeleton,15,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S004C002P007R001A022.skeleton,22,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C001P013R001A045.skeleton,45,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P008R001A002.skeleton,2,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P007R001A012.skeleton,12,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C002P013R001A046.skeleton,46,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P007R001A033.skeleton,33,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C001P015R001A008.skeleton,8,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C003P008R001A033.skeleton,33,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C003P025R001A028.skeleton,28,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P008R001A001.skeleton,1,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P028R001A010.skeleton,10,28
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C001P037R001A032.skeleton,32,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P005R001A043.skeleton,43,5
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P025R001A048.skeleton,48,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P007R001A045.skeleton,45,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C001P006R001A007.skeleton,7,6
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P001R001A036.skeleton,36,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P019R001A006.skeleton,6,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C002P007R001A019.skeleton,19,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P023R001A036.skeleton,36,23
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C001P015R001A014.skeleton,14,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P016R001A048.skeleton,48,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P018R001A007.skeleton,7,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P019R001A005.skeleton,5,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P007R001A009.skeleton,9,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C002P007R001A008.skeleton,8,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C003P016R001A015.skeleton,15,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C003P015R001A013.skeleton,13,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C001P008R001A001.skeleton,1,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C001P008R001A032.skeleton,32,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P022R001A015.skeleton,15,22
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C003P008R001A006.skeleton,6,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P005R001A002.skeleton,2,5
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P015R001A025.skeleton,25,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P016R001A022.skeleton,22,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P017R001A017.skeleton,17,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C002P008R001A036.skeleton,36,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P019R001A037.skeleton,37,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P019R001A023.skeleton,23,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C003P021R001A026.skeleton,26,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P015R001A002.skeleton,2,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P002R001A021.skeleton,21,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C002P013R001A013.skeleton,13,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P008R001A024.skeleton,24,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P017R001A045.skeleton,45,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C003P016R001A047.skeleton,47,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P001R001A026.skeleton,26,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P001R001A032.skeleton,32,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P021R001A045.skeleton,45,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P022R001A029.skeleton,29,22
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P034R001A041.skeleton,41,34
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C001P020R001A001.skeleton,1,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C003P014R001A018.skeleton,18,14
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P017R001A047.skeleton,47,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P017R001A019.skeleton,19,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P002R001A002.skeleton,2,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C002P025R001A048.skeleton,48,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C003P007R001A003.skeleton,3,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P015R001A016.skeleton,16,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C002P025R001A049.skeleton,49,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P017R001A025.skeleton,25,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C003P016R001A001.skeleton,1,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C002P015R001A016.skeleton,16,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P014R001A014.skeleton,14,14
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C002P022R001A031.skeleton,31,22
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P007R001A043.skeleton,43,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C001P037R001A023.skeleton,23,37
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P016R001A036.skeleton,36,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C001P003R001A010.skeleton,10,3
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P001R001A006.skeleton,6,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C001P003R001A003.skeleton,3,3
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C002P016R001A020.skeleton,20,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P025R001A018.skeleton,18,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P008R001A016.skeleton,16,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C003P025R001A009.skeleton,9,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C003P019R001A014.skeleton,14,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P030R001A041.skeleton,41,30
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C001P027R001A006.skeleton,6,27
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C001P010R001A028.skeleton,28,10
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C002P008R001A046.skeleton,46,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P010R001A010.skeleton,10,10
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P019R001A044.skeleton,44,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P021R001A001.skeleton,1,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C001P026R001A025.skeleton,25,26
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C002P008R001A014.skeleton,14,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P008R001A009.skeleton,9,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C002P017R001A022.skeleton,22,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P008R001A034.skeleton,34,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P035R001A029.skeleton,29,35
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C002P007R001A025.skeleton,25,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C001P019R001A011.skeleton,11,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C001P017R001A024.skeleton,24,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P008R001A026.skeleton,26,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C001P021R001A018.skeleton,18,21
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P006R001A018.skeleton,18,6
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C001P002R001A028.skeleton,28,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C003P015R001A008.skeleton,8,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C001P002R001A044.skeleton,44,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C003P008R001A030.skeleton,30,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C003P007R001A040.skeleton,40,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C002P039R001A030.skeleton,30,39
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P036R001A007.skeleton,7,36
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C002P004R001A007.skeleton,7,4
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P016R001A028.skeleton,28,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C002P017R001A029.skeleton,29,17
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P013R001A003.skeleton,3,13
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C001P022R001A045.skeleton,45,22
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P015R001A018.skeleton,18,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C003P008R001A043.skeleton,43,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C001P002R001A006.skeleton,6,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P008R001A001.skeleton,1,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C002P022R001A041.skeleton,41,22
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C001P008R001A023.skeleton,23,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C002P008R001A042.skeleton,42,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S004C002P003R001A033.skeleton,33,3
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C002P007R001A037.skeleton,37,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P001R001A013.skeleton,13,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S001C002P007R001A004.skeleton,4,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P015R001A004.skeleton,4,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C001P022R001A006.skeleton,6,22
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P008R001A014.skeleton,14,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P008R001A018.skeleton,18,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P018R001A041.skeleton,41,18
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C003P019R001A048.skeleton,48,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C001P028R001A019.skeleton,19,28
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P002R001A049.skeleton,49,2
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C002P016R001A003.skeleton,3,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P015R001A019.skeleton,19,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S004C003P020R001A019.skeleton,19,20
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S016C002P040R001A042.skeleton,42,40
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S015C001P019R001A046.skeleton,46,19
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C002P007R001A026.skeleton,26,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C003P007R001A012.skeleton,12,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C003P012R001A003.skeleton,3,12
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C001P033R001A004.skeleton,4,33
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C002P004R001A046.skeleton,46,4
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S011C002P027R001A043.skeleton,43,27
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C001P001R001A016.skeleton,16,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P016R001A032.skeleton,32,16
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C003P004R001A026.skeleton,26,4
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S009C002P025R001A022.skeleton,22,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C002P007R001A013.skeleton,13,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S006C003P023R001A002.skeleton,2,23
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C002P012R001A032.skeleton,32,12
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C003P001R001A011.skeleton,11,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C003P001R001A047.skeleton,47,1
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P007R001A049.skeleton,49,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S012C003P028R001A012.skeleton,12,28
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S014C001P008R001A033.skeleton,33,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S010C003P025R001A027.skeleton,27,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C002P026R001A020.skeleton,20,26
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S013C001P025R001A035.skeleton,35,25
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C001P012R001A006.skeleton,6,12
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S008C002P015R001A048.skeleton,48,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S017C003P008R001A025.skeleton,25,8
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S005C002P015R001A044.skeleton,44,15
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S007C001P007R001A049.skeleton,49,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S003C001P007R001A026.skeleton,26,7
/home/ajitopensource/Projects/3D human motion prediction/nturgbd_skeletons/S002C001P007R001A022.skeleton,22,7
